50 399757
100 495382
150 511863
200 495368
250 491410
300 503214
350 512002
400 506183
450 502159
500 508517
550 513991
600 509295
650 508158
700 512469
750 514376
800 512078
850 511310
900 513212
950 514761
1000 513688
1050 514086
1100 514430
1150 516146
1200 514879
1250 513841
1300 515934
1350 516802
1400 515194
1450 514568
1500 517464
1550 516969
1600 515853
1650 516191
1700 517837
1750 517378
1800 516209
1850 517008
1900 517578
1950 517832
2000 517343
