50 10646846
100 22557273
150 34148504
200 45091528
250 56339024
300 66828191
350 78262681
400 90751242
450 101830192
500 111804936
550 123109660
600 135383112
650 146184378
700 156522872
750 167795872
800 178743627
850 191077115
900 202821986
950 212354321
1000 225112671
1050 234767512
1100 248448312
1150 259997494
1200 268072245
1250 281351580
1300 290311420
1350 305026464
1400 315604500
1450 326159927
1500 338604453
1550 345990745
1600 360282681
1650 369425066
1700 384095863
